wav_filename,wav_filesize,transcript
common_voice_de_22070293.wav,223532,vielfalt der energieträger muss das gebot der stunde sein
common_voice_de_22068091.wav,172844,im ergebnis bleibt damit dem handel ein erheblicher kostenaufwand erspart
common_voice_de_22070211.wav,183596,vielfalt der energieträger muss das gebot der stunde sein
common_voice_de_22070438.wav,136748,damit erreichen wir mehr flexibilität
common_voice_de_22070436.wav,218924,insofern muss man jetzt nicht hier anwesend sein und vergeblich auf seine redezeit warten
common_voice_de_22070485.wav,166700,wir tun was wir können und ich habe belege dafür
common_voice_de_22070396.wav,172844,damit erreichen wir mehr flexibilität
common_voice_de_22070493.wav,189740,die bodendenkmale sind in der liste der bodendenkmale in wildau aufgeführt
common_voice_de_22070527.wav,132908,wir tun was wir können und ich habe belege dafür
common_voice_de_22070488.wav,199724,ich freue mich daher dass man sich jedes land individuell vornehmen wird
common_voice_de_22070569.wav,167468,ich möchte herrn trichet eine frage stellen
common_voice_de_22070530.wav,206636,wir werden in vier jahren genau nachschauen ob das tatsächlich stimmt
common_voice_de_22070582.wav,270380,die bodendenkmale sind in der liste der bodendenkmale in wildau aufgeführt
common_voice_de_22070579.wav,160556,genau das muss umgesetzt werden
common_voice_de_22070594.wav,269612,stimmen sie gegen die unterminierung des verbraucherschutzes durch den nassauer kompromiss
common_voice_de_22070584.wav,266540,stimmen sie gegen die unterminierung des verbraucherschutzes durch den nassauer kompromiss
common_voice_de_22070623.wav,265004,wir werden in vier jahren genau nachschauen ob das tatsächlich stimmt
common_voice_de_22072586.wav,210476,noch heute schneidet man müttern bei lebendigem leib das kind aus dem bauch
common_voice_de_22070627.wav,129068,genau das muss umgesetzt werden
common_voice_de_22071639.wav,197420,der kommissar hat vorhin über unsere internationalen verpflichtungen gesprochen
common_voice_de_22072875.wav,169772,noch heute schneidet man müttern bei lebendigem leib das kind aus dem bauch
common_voice_de_22072953.wav,185132,das wollte ich erklären weil ansonsten widersprüche oder interpretationen möglich sind
common_voice_de_22072955.wav,167468,daher sehe ich keinen grund eine weitere verlängerung dieser maßnahme anzuregen
common_voice_de_22073132.wav,178988,wir haben im besonderen auch die einbindung so genannter externer kosten erreicht
common_voice_de_22072944.wav,101420,das war ein großer erfolg
common_voice_de_22074532.wav,153644,das hoffe ich mir jedenfalls ist es so ergangen
common_voice_de_22073301.wav,257324,wir haben im besonderen auch die einbindung so genannter externer kosten erreicht
common_voice_de_22074533.wav,218156,das gilt auch in bezug auf die staatlichen beihilferegeln und die strukturfonds vorschriften
common_voice_de_22074574.wav,193580,ich hatte daten statistische zahlen fristen und nackte tatsachen erwartet
common_voice_de_22074582.wav,96044,das sollten sie auch
common_voice_de_22074592.wav,139052,um das zu erreichen muss die gesamte union gemeinsame anstrengungen unternehmen
common_voice_de_22074570.wav,167468,gibt es denn in der kommission überhaupt öffentlich zugängliche dokumente
common_voice_de_22074750.wav,92972,das sollten sie auch
common_voice_de_22074746.wav,127532,dazu hatten wir heute eine hervorragende gelegenheit
common_voice_de_22074737.wav,46124,das kostet viel geld und lässt das parlament lächerlich erscheinen
common_voice_de_22074752.wav,140588,die israelis ersuchen wir lediglich unseren wünschen nachzukommen
common_voice_de_22075907.wav,122156,damit haben wir den bestmöglichen kompromiss gefunden
common_voice_de_22074789.wav,146732,dies ist ein besonders deutliches beispiel für solidarität
common_voice_de_22075940.wav,206636,der beobachtete effekt konnte durch die änderung der elastizität des festen heliums erklärt werden
common_voice_de_22076211.wav,100652,daher konnten wir nur gegen diesen bericht stimmen
common_voice_de_22075994.wav,105260,trotzdem bleibt europa geteilt
common_voice_de_22076941.wav,170540,das wollte ich erklären weil ansonsten widersprüche oder interpretationen möglich sind
common_voice_de_22076115.wav,165164,frau van dijk möchte nur zum spaß einen mündlichen änderungsantrag einbringen
common_voice_de_22077010.wav,96044,trotzdem bleibt europa geteilt
common_voice_de_22076953.wav,99884,es verdient jemand gut an ihnen
common_voice_de_22077490.wav,218924,diese bedenken spiegeln sich in dem änderungsantrag wider den frau mcnally jetzt aufrechterhält
common_voice_de_22077748.wav,210476,die sozialistische und demokratische fraktion herr zapatero steht hinter ihrer präsidentschaft
common_voice_de_22077746.wav,134444,ihre fecht karriere hat fichtel mittlerweile beendet
common_voice_de_22078061.wav,272684,diese maßnahmen erfolgen in verbindung mit den überlegungen und maßnahmen zur weiterentwicklung des eeurope aktionsplans
common_voice_de_22077852.wav,131372,ihre fecht karriere hat fichtel mittlerweile beendet
common_voice_de_22078218.wav,107564,das hat die heutige diskussion gezeigt
common_voice_de_22078221.wav,295724,diese maßnahmen erfolgen in verbindung mit den überlegungen und maßnahmen zur weiterentwicklung des eeurope aktionsplans
common_voice_de_22077993.wav,221228,dabei dreht sich die plattform abwechselnd im uhrzeigersinn und entgegen dem uhrzeigersinn
common_voice_de_22078216.wav,151340,wie ich bereits sagte kann ich heute nicht näher auf dieses thema eingehen
common_voice_de_22078896.wav,125996,dies ist nicht akzeptabel
common_voice_de_22078224.wav,97580,das hat die heutige diskussion gezeigt
common_voice_de_22078894.wav,165164,wir werden bei späterer gelegenheit auf diese einzelheiten zurückkommen
common_voice_de_22078742.wav,193580,wir werden bei späterer gelegenheit auf diese einzelheiten zurückkommen
common_voice_de_22079455.wav,228908,dies ist ein besonders deutliches beispiel für solidarität
common_voice_de_22079191.wav,95276,das wäre eine unzureichende antwort
common_voice_de_22079441.wav,122924,warum hilft mir denn keiner
common_voice_de_22079461.wav,153644,das hoffe ich mir jedenfalls ist es so ergangen
common_voice_de_22079464.wav,129068,wir stehen in diesem prozess am anfang
common_voice_de_22079551.wav,217388,im ergebnis bleibt damit dem handel ein erheblicher kostenaufwand erspart
common_voice_de_22079483.wav,93740,warum hilft mir denn keiner
common_voice_de_22079550.wav,203564,ich freue mich daher dass man sich jedes land individuell vornehmen wird
common_voice_de_22079553.wav,222764,ich hatte daten statistische zahlen fristen und nackte tatsachen erwartet
common_voice_de_22079555.wav,129068,ich möchte herrn trichet eine frage stellen
common_voice_de_22079588.wav,271148,diese bedenken spiegeln sich in dem änderungsantrag wider den frau mcnally jetzt aufrechterhält
common_voice_de_22079594.wav,257324,das gilt auch in bezug auf die staatlichen beihilferegeln und die strukturfonds vorschriften
common_voice_de_22079592.wav,125228,das war ein großer erfolg
common_voice_de_22079647.wav,211244,gibt es denn in der kommission überhaupt öffentlich zugängliche dokumente
common_voice_de_22079595.wav,203564,der kommissar hat vorhin über unsere internationalen verpflichtungen gesprochen
common_voice_de_22079649.wav,222764,insofern muss man jetzt nicht hier anwesend sein und vergeblich auf seine redezeit warten
common_voice_de_22079725.wav,191276,die mission kann auch als faktor der konfliktverhütung angesehen werden
common_voice_de_22080354.wav,113708,aber wie das hereingekommen ist ist nicht klar
common_voice_de_22079845.wav,215084,ich freue mich zu bestätigen dass die kommission den gesamtansatz des parlaments stark unterstützt
common_voice_de_22080273.wav,185900,im herbst zeigen die blätter eine rötlich gelbe färbung und werden dann abgeworfen
common_voice_de_22080477.wav,186668,die reformen und die erweiterungen gehen aber hand in hand
common_voice_de_22080541.wav,155948,meine antwort auf diese anfrage ist in zwei teile aufgegliedert
common_voice_de_22080476.wav,207404,sie wollen das nicht verstehen und sie werden das nie verstehen
common_voice_de_22080596.wav,194348,dieses instrument studierte er schließlich am hoch'schen konservatorium in frankfurt am main
common_voice_de_22080590.wav,173612,wir würden vor gericht gestellt und würden natürlich irgendeine strafe bekommen
common_voice_de_22080603.wav,188204,deshalb muss man reagieren und damit ist das europäische parlament gegenwärtig befasst
common_voice_de_22080678.wav,165164,die umsetzung erfolgt nicht sehr effektiv
common_voice_de_22080597.wav,158252,ich möchte mich herrn harbours glückwünschen für herrn belder anschließen
common_voice_de_22080690.wav,192812,es gab verschiedene offene und geschlossene zwei und viersitzige aufbauten
common_voice_de_22080720.wav,298028,dies ist das erste mal das wir dieses erweiterte europas hatten
common_voice_de_22080683.wav,228908,allerdings darf dadurch eine einheitliche anwendung nicht unterminiert werden
common_voice_de_22080825.wav,148268,meine antwort auf diese anfrage ist in zwei teile aufgegliedert
common_voice_de_22080833.wav,232748,dieses instrument studierte er schließlich am hoch'schen konservatorium in frankfurt am main
common_voice_de_22080906.wav,184364,paradoxerweise hat dieser abgeordnete einen behinderten freund
common_voice_de_22080763.wav,263468,sarah chang besitzt mehrere violinen nach eigener aussage sammelt sie violinen
common_voice_de_22080968.wav,244268,wir streben eine langfristige zusammenarbeit von hoher qualität und mit hoher priorität an
common_voice_de_22080908.wav,177452,dies ist das erste mal das wir dieses erweiterte europas hatten
common_voice_de_22081273.wav,161324,das maul ist endständig und die augen liegen relativ weit oben
common_voice_de_22081055.wav,244268,es ist nirgendwo festgeschrieben welche inflationsprozentzahl für die wirtschaft schädlich ist
common_voice_de_22081346.wav,137516,nicht einmal frank traute sich dem polizisten zu widersprechen
common_voice_de_22081291.wav,225068,das maul ist endständig und die augen liegen relativ weit oben
common_voice_de_22081298.wav,140588,was tut europa für uns
common_voice_de_22081343.wav,213548,zur serienreife gelangte dieser typ erst durch die weiterentwicklung zunächst bei saunders roe
common_voice_de_22081403.wav,278828,wir werden gegen alle änderungsanträge stimmen die diesbezüglich in die entgegengesetzte richtung gehen
common_voice_de_22081446.wav,251948,zur serienreife gelangte dieser typ erst durch die weiterentwicklung zunächst bei saunders roe
common_voice_de_22081482.wav,267308,oftmals wird auch das südlich der magellanstraße gelegene feuerland zu patagonien gerechnet
common_voice_de_22081409.wav,141356,den gesamten sommer über war von einem schweren schlag die rede
common_voice_de_22081622.wav,205868,allerdings darf dadurch eine einheitliche anwendung nicht unterminiert werden
common_voice_de_22081625.wav,129836,nicht einmal frank traute sich dem polizisten zu widersprechen
common_voice_de_22081677.wav,211244,deshalb muss man reagieren und damit ist das europäische parlament gegenwärtig befasst
common_voice_de_22081684.wav,119084,die umsetzung erfolgt nicht sehr effektiv
common_voice_de_22081981.wav,141356,aber wie das hereingekommen ist ist nicht klar
common_voice_de_22081985.wav,142892,auch die rahmenbedingungen sind überschaubar
common_voice_de_22082002.wav,172844,auch an diesem prozess wird die europäische union an vorderster front mitwirken
common_voice_de_22082034.wav,180524,im herbst zeigen die blätter eine rötlich gelbe färbung und werden dann abgeworfen
common_voice_de_22081989.wav,188972,es gab verschiedene offene und geschlossene zwei und viersitzige aufbauten
common_voice_de_22082042.wav,176684,auch an diesem prozess wird die europäische union an vorderster front mitwirken
common_voice_de_22082600.wav,168236,dennoch kann das ergebnis als ehrgeizig bezeichnet werden
common_voice_de_22082815.wav,149804,wir haben uns auf diese vorgehensweise geeinigt
common_voice_de_22082759.wav,108332,sein vater war udo im lahngau
common_voice_de_22082789.wav,141356,sein vater war udo im lahngau
common_voice_de_22083040.wav,129068,dennoch kann das ergebnis als ehrgeizig bezeichnet werden
common_voice_de_22083045.wav,165932,wir hoffen es zwar sehr haben aber keinerlei beweise dafür
common_voice_de_22083048.wav,131372,wir haben uns auf diese vorgehensweise geeinigt
common_voice_de_22083255.wav,203564,wir hoffen es zwar sehr haben aber keinerlei beweise dafür
common_voice_de_22083049.wav,144428,jaffe war verheiratet sie hatten zwei kinder
common_voice_de_22083125.wav,224300,bei den erklärungen zur abstimmung haben sie wahrlich eine glänzende tradition aufzuweisen
common_voice_de_22083298.wav,257324,manchmal weist bei den weibchen zudem der cubito anal bereich einen dunkelbraunen strich auf
common_voice_de_22083438.wav,164396,jaffe war verheiratet sie hatten zwei kinder
common_voice_de_22084172.wav,224300,dabei absolvierte er fünf der sechs spiele seiner mannschaft eines davon als einwechselspieler
common_voice_de_22084134.wav,107564,die arbeitslosigkeit geht zurück
common_voice_de_22084363.wav,93740,die arbeitslosigkeit geht zurück
common_voice_de_22084789.wav,181292,zunächst lag die betonung auf der abschaffung der kontrollen an den binnengrenzen
common_voice_de_22084202.wav,182060,übertretungen werden vor einem einzelrichter vergehen vor einem schöffengericht verhandelt
common_voice_de_22084517.wav,192812,übertretungen werden vor einem einzelrichter vergehen vor einem schöffengericht verhandelt
common_voice_de_22084364.wav,235820,dabei absolvierte er fünf der sechs spiele seiner mannschaft eines davon als einwechselspieler
common_voice_de_22085054.wav,161324,wenn dies der fall ist wird die heutige aussprache viel dazu beigetragen haben
common_voice_de_22085162.wav,112940,leider haben die länder das nicht gewollt
common_voice_de_22085003.wav,228140,in den altar wurden reliquien der märtyrer castus und aureus eingelassen
common_voice_de_22085331.wav,214316,bei kombination mit digoxin steigt dessen plasmaspiegel stark an
common_voice_de_22085221.wav,208940,dabei werden materialeigenschaften erreicht die mit alleiniger wärmebehandlung nicht zustande kommen
common_voice_de_22085620.wav,228140,das wappen zeigt drei grüne tannen auf grünem dreiberg vor silbernem hintergrund
common_voice_de_22085912.wav,205868,erlauben sie mir auf drei wesentliche punkte der genannten ratsschlussfolgerungen hinzuweisen
common_voice_de_22086036.wav,202028,sie hat dieses lehr und forschungsgebiet an der universität gießen fest etabliert
common_voice_de_22086463.wav,192044,deshalb ist es so wichtig die maßnahmen auf ihre effizienz hin zu prüfen
common_voice_de_22086659.wav,257324,eine lokalkompakte gruppe ist eine topologische gruppe die eine lokalkompakte topologie trägt
common_voice_de_22086078.wav,226604,erlauben sie mir auf drei wesentliche punkte der genannten ratsschlussfolgerungen hinzuweisen
common_voice_de_22086869.wav,205868,deshalb ist es so wichtig die maßnahmen auf ihre effizienz hin zu prüfen
common_voice_de_22086968.wav,183596,somit ist wiesenfeld eine der ältesten ortschaften des eichsfelds
common_voice_de_22086995.wav,219692,entsprechend der geschäftsordnung wäre herrn burns nun das wort erteilt worden
common_voice_de_22088421.wav,120620,gestatten sie mir auf einige ganz konkrete fragen einzugehen
common_voice_de_22088459.wav,149036,gestatten sie mir auf einige ganz konkrete fragen einzugehen
common_voice_de_22089245.wav,221228,seine heimspiele tragen die fußballer im nationalstadion von bangladesch aus
common_voice_de_22089614.wav,169004,der terek fließt dann durch tschetschenien und dagestan
common_voice_de_22090204.wav,149804,wir bedanken uns also und unterstützen den bericht von herrn daul
common_voice_de_22090201.wav,117548,dort studierte er volkswirtschaftslehre
common_voice_de_22089608.wav,192812,seine heimspiele tragen die fußballer im nationalstadion von bangladesch aus
common_voice_de_22090212.wav,157484,ich bin mir der komplexität dieser initiative bewusst
common_voice_de_22090287.wav,149804,es handelt sich dabei noch nicht um die buchform wie wir sie heute kennen
common_voice_de_22090294.wav,159788,als beispiel dafür möchte ich das scheitern der europäischen verfassung anführen
common_voice_de_22090338.wav,145964,anschließend übergoss er sich mit benzin und zündete sich an
common_voice_de_22090303.wav,133676,dort studierte er volkswirtschaftslehre
common_voice_de_22090348.wav,180524,das fahrzeug dient seitdem zur reinigung von bahnsteiggleisen der berliner s bahn
common_voice_de_22090346.wav,155180,die preise waren je nach stadion und spiel unterschiedlich hoch
common_voice_de_22090343.wav,169004,das fahrzeug dient seitdem zur reinigung von bahnsteiggleisen der berliner s bahn
common_voice_de_22090384.wav,184364,der terek fließt dann durch tschetschenien und dagestan
common_voice_de_22090391.wav,124460,anfangs stand der weinbau im vordergrund
common_voice_de_22090390.wav,185132,wir bedanken uns also und unterstützen den bericht von herrn daul
common_voice_de_22090388.wav,149804,die preise waren je nach stadion und spiel unterschiedlich hoch
common_voice_de_22090420.wav,133676,anfangs stand der weinbau im vordergrund
common_voice_de_22090415.wav,151340,anschließend übergoss er sich mit benzin und zündete sich an
common_voice_de_22090560.wav,193580,als beispiel dafür möchte ich das scheitern der europäischen verfassung anführen
common_voice_de_22090568.wav,180524,es handelt sich dabei noch nicht um die buchform wie wir sie heute kennen
common_voice_de_22090570.wav,139052,diese auffassung scheinen andere fraktion jedoch nicht zu teilen
common_voice_de_22091111.wav,134444,diese auffassung scheinen andere fraktion jedoch nicht zu teilen
common_voice_de_22092260.wav,210476,es wurde also eine ausnahme gemacht eben weil wir die situation für dramatisch halten
common_voice_de_22092242.wav,290348,es wurde also eine ausnahme gemacht eben weil wir die situation für dramatisch halten
common_voice_de_22093933.wav,171308,was bedeutet das wort schlichtung in den verschiedenen sprachen
common_voice_de_22094452.wav,175916,was bedeutet das wort schlichtung in den verschiedenen sprachen
common_voice_de_22093812.wav,169772,er wurde danach bürgermeister der gemeinde spreewaldheide
common_voice_de_22094500.wav,255020,die geburt wurde vom britischen magistraten auf südgeorgien james wilson registriert
common_voice_de_22094496.wav,165932,er wurde danach bürgermeister der gemeinde spreewaldheide
common_voice_de_22094772.wav,122156,auch in dresden wurde der bus getestet
common_voice_de_22094773.wav,154412,bei allen drei turnieren gewann die mannschaft die goldmedaille
common_voice_de_22094795.wav,214316,nur bei solchen größen kann der wahre wert exakt gemessen werden
common_voice_de_22094565.wav,171308,nun ja jetzt hatten die terroristen sechs monate zeit während sie am nachdenken waren
common_voice_de_22095032.wav,112940,die basis ist verschmälert oder stumpf
common_voice_de_22106612.wav,135980,jeder von uns kann entsprechende beispiele anführen
common_voice_de_22106789.wav,175148,jeder von uns kann entsprechende beispiele anführen
common_voice_de_22107611.wav,120620,der mondkrater faye ist nach ihm benannt
common_voice_de_22106817.wav,155948,wer genau ist ihr verhandlungspartner in der britischen regierung
common_voice_de_22108510.wav,223532,zentrales verbindungselement ist die backplane
common_voice_de_22108513.wav,253484,bei allen drei turnieren gewann die mannschaft die goldmedaille
common_voice_de_22108556.wav,196652,auch in dresden wurde der bus getestet
common_voice_de_22108396.wav,96044,das macht den genuss unkompliziert
common_voice_de_22108511.wav,179756,da muss ein missverständnis vorliegen
common_voice_de_22108552.wav,223532,die basis ist verschmälert oder stumpf
common_voice_de_22108560.wav,175148,das macht den genuss unkompliziert
common_voice_de_22108651.wav,251180,wer genau ist ihr verhandlungspartner in der britischen regierung
common_voice_de_22109418.wav,155180,zentrales verbindungselement ist die backplane
common_voice_de_22109556.wav,126764,dort und in karlsruhe erfuhr er eine künstlerische ausbildung
common_voice_de_22109377.wav,197420,dort und in karlsruhe erfuhr er eine künstlerische ausbildung
common_voice_de_22109639.wav,138284,später näherten sie sich dem speed metal an
common_voice_de_22110443.wav,280364,das wappen zeigt drei grüne tannen auf grünem dreiberg vor silbernem hintergrund
common_voice_de_22110446.wav,253484,sarah chang besitzt mehrere violinen nach eigener aussage sammelt sie violinen
common_voice_de_22110444.wav,313388,manchmal weist bei den weibchen zudem der cubito anal bereich einen dunkelbraunen strich auf
common_voice_de_22110451.wav,218924,wenn dies der fall ist wird die heutige aussprache viel dazu beigetragen haben
common_voice_de_22110488.wav,263468,nun ja jetzt hatten die terroristen sechs monate zeit während sie am nachdenken waren
common_voice_de_22110489.wav,195884,sie wollen das nicht verstehen und sie werden das nie verstehen
common_voice_de_22110491.wav,205868,ich möchte mich herrn harbours glückwünschen für herrn belder anschließen
common_voice_de_22110563.wav,295724,sie hat dieses lehr und forschungsgebiet an der universität gießen fest etabliert
common_voice_de_22110490.wav,192044,ich bin mir der komplexität dieser initiative bewusst
common_voice_de_22110492.wav,142124,leider haben die länder das nicht gewollt
common_voice_de_22110564.wav,213548,allerdings darf dadurch eine einheitliche anwendung nicht unterminiert werden
common_voice_de_22110566.wav,282668,oftmals wird auch das südlich der magellanstraße gelegene feuerland zu patagonien gerechnet
common_voice_de_22111448.wav,189740,es gehört zu den stilübungen den berichterstatter zu beglückwünschen
common_voice_de_22111608.wav,205100,in der praxis wurde dies durch den dschumblat clan insbesondere propagiert
common_voice_de_22111869.wav,173612,ihre halbschwester ist die bildhauerin sabina grzimek
common_voice_de_22111872.wav,175916,es gehört zu den stilübungen den berichterstatter zu beglückwünschen
common_voice_de_22112796.wav,132140,da muss ein missverständnis vorliegen
common_voice_de_22112798.wav,208940,in der praxis wurde dies durch den dschumblat clan insbesondere propagiert
common_voice_de_22113700.wav,121252,feldartillerie brigade versetzt und als adjutant verwendet
common_voice_de_22112996.wav,224300,später näherten sie sich dem speed metal an
common_voice_de_22112862.wav,275756,heinrich wallau war sohn des druckereibesitzers und späteren oberbürgermeisters der stadt mainz carl wallau
common_voice_de_22113827.wav,318764,im rahmen eines ökotourimus projekts bieten die anliegenden gemeinden hier führungen und weitere aktivitäten an
common_voice_de_22113731.wav,113728,die argumente des parlaments wurden somit voll berücksichtigt
common_voice_de_22113887.wav,148002,auf dieses szenario müssen wir uns vorbereiten und damit sollten wir jetzt beginnen
common_voice_de_22113904.wav,134626,aus platzmangel wurde die skulptur der stadt freiburg geschenkt
common_voice_de_22113912.wav,134626,medienpädagogische arbeit gewinnt für die radiofabrik immer mehr an bedeutung
common_voice_de_22113921.wav,92830,er bedeutet kleinhändler höcker krämer
common_voice_de_22113936.wav,97010,das ist eine ganz gefährliche entwicklung
common_voice_de_22113955.wav,228140,später wurde die stadt hauptort des britischen protektorats nordnigeria
common_voice_de_22114243.wav,210476,völlig mittellos und schwerkrank fristet er in frankreich sein dasein
common_voice_de_22114539.wav,86060,aladin lebt in bagdad
common_voice_de_22114523.wav,289580,diese sendungen sind in zukunft die einzige unabhängige informationsquelle des belarussischen volkes
common_voice_de_22114605.wav,125228,das ist gewiss kein weg den die union weiter gehen kann
common_voice_de_22114677.wav,179756,vom bourg bis zur mündung der seine ist die küste mit kreidefelsen gesäumt
common_voice_de_22114265.wav,287276,kraus studierte soziologie politikwissenschaft und romanistik an der universität augsburg und universität bielefeld
common_voice_de_22114654.wav,134444,als ob das vorher verboten gewesen wäre
common_voice_de_22114609.wav,122156,als ob das vorher verboten gewesen wäre
common_voice_de_22114818.wav,166700,das ist gewiss kein weg den die union weiter gehen kann
common_voice_de_22115011.wav,181292,ich würde gerne unser kommissionsmitglied hierzu hören um den standpunkt der kommission zu erfahren
common_voice_de_22114851.wav,192812,ich würde gerne unser kommissionsmitglied hierzu hören um den standpunkt der kommission zu erfahren
common_voice_de_22115012.wav,230444,ein teil der gamma ray bursts entsteht in blauen überriesen bei einer supernovaexplosion
common_voice_de_22115390.wav,124460,aladin lebt in bagdad
common_voice_de_22115504.wav,142124,ihre bücher und spiele wurden in über zwanzig sprachen übersetzt
common_voice_de_22115391.wav,159020,die argumente des parlaments wurden somit voll berücksichtigt
common_voice_de_22115500.wav,155180,sind deshalb in deutschland besonders viele arbeitsplätze entstanden
common_voice_de_22115407.wav,247340,im norden schließt die neue terrasse die wilsdruffer vorstadt zur elbe zu ab
common_voice_de_22115509.wav,202796,sind deshalb in deutschland besonders viele arbeitsplätze entstanden
common_voice_de_22115758.wav,246572,dies ist jedoch unerwünscht da die benötigten stückzahlen auch benachbarter werte sehr unterschiedlich sind
common_voice_de_22115523.wav,222764,im norden schließt die neue terrasse die wilsdruffer vorstadt zur elbe zu ab
common_voice_de_22115862.wav,239660,diese sendungen sind in zukunft die einzige unabhängige informationsquelle des belarussischen volkes
common_voice_de_22115921.wav,233516,dies ist jedoch unerwünscht da die benötigten stückzahlen auch benachbarter werte sehr unterschiedlich sind
common_voice_de_22115923.wav,196652,später wurde die stadt hauptort des britischen protektorats nordnigeria
common_voice_de_22115976.wav,315692,er lehrt in den vereinigten staaten sowie in kanada europa australien und neuseeland
common_voice_de_22116015.wav,179756,völlig mittellos und schwerkrank fristet er in frankreich sein dasein
common_voice_de_22116021.wav,155180,ihre bücher und spiele wurden in über zwanzig sprachen übersetzt
common_voice_de_22116027.wav,281132,kraus studierte soziologie politikwissenschaft und romanistik an der universität augsburg und universität bielefeld
common_voice_de_22116041.wav,159020,die übertragung erfolgt als tröpfcheninfektion
common_voice_de_22116110.wav,269612,wie ich bereits sagte kann ich heute nicht näher auf dieses thema eingehen
common_voice_de_22116117.wav,225836,die sozialistische und demokratische fraktion herr zapatero steht hinter ihrer präsidentschaft
common_voice_de_22116113.wav,146732,damit haben wir den bestmöglichen kompromiss gefunden
common_voice_de_22116121.wav,115244,das wäre eine unzureichende antwort
common_voice_de_22116120.wav,217388,dabei dreht sich die plattform abwechselnd im uhrzeigersinn und entgegen dem uhrzeigersinn
common_voice_de_22116161.wav,221996,wir streben eine langfristige zusammenarbeit von hoher qualität und mit hoher priorität an
common_voice_de_22116163.wav,215852,ich freue mich zu bestätigen dass die kommission den gesamtansatz des parlaments stark unterstützt
common_voice_de_22116165.wav,149804,auch die rahmenbedingungen sind überschaubar
common_voice_de_22116166.wav,181292,paradoxerweise hat dieser abgeordnete einen behinderten freund
common_voice_de_22116197.wav,238124,der beobachtete effekt konnte durch die änderung der elastizität des festen heliums erklärt werden
common_voice_de_22116164.wav,96044,was tut europa für uns
common_voice_de_22116198.wav,233516,bei den erklärungen zur abstimmung haben sie wahrlich eine glänzende tradition aufzuweisen
common_voice_de_22116200.wav,227372,präsident barroso sagte vorhin dass nicht repariert zu werden braucht was nicht kaputt ist
common_voice_de_22116201.wav,163628,die mission kann auch als faktor der konfliktverhütung angesehen werden
common_voice_de_22116199.wav,188204,wir würden vor gericht gestellt und würden natürlich irgendeine strafe bekommen
common_voice_de_22117579.wav,133676,roland jahn fotografierte den abtransport
common_voice_de_22117595.wav,252716,sie liegt an der nordöstlichen stadtgrenze von ostrava
common_voice_de_22117586.wav,162860,sie liegt an der nordöstlichen stadtgrenze von ostrava
common_voice_de_22118184.wav,205868,im mittelalter wurde aus zwei bergwerken eisenerz gefördert
common_voice_de_22118347.wav,216620,während der wahlen wird deutlich werden welche parteien dies wirklich auf sich nehmen wollen
common_voice_de_22118245.wav,172844,nachgeordnet sind die amtsgerichte güstrow und rostock
common_voice_de_22118263.wav,278060,während der wahlen wird deutlich werden welche parteien dies wirklich auf sich nehmen wollen
common_voice_de_22118464.wav,255020,dieses treppenhaus soll architektonischer ausdruck der um transparenz und bürgernähe bemühten modernen gerichtsbarkeit sein
common_voice_de_22118525.wav,181292,im mittelalter wurde aus zwei bergwerken eisenerz gefördert
common_voice_de_22118518.wav,316460,dieses treppenhaus soll architektonischer ausdruck der um transparenz und bürgernähe bemühten modernen gerichtsbarkeit sein
common_voice_de_22118538.wav,198956,nach der griechischen mythologie hatte aphrodite eine liebesbeziehung mit dionysos
common_voice_de_22118533.wav,185900,nachgeordnet sind die amtsgerichte güstrow und rostock
common_voice_de_22119245.wav,143660,das heißt sie werden nach unten breiter
common_voice_de_22119468.wav,152108,roland jahn fotografierte den abtransport
common_voice_de_22119048.wav,162860,der begriff des zusammenhalts besitzt in der union eine ganz besondere bedeutung
common_voice_de_22119473.wav,220460,die wasserqualität wird durch intensive landwirtschaftliche nutzung und industrie und gewerbebetriebe im einzugsgebiet beeinträchtigt
common_voice_de_22119489.wav,155180,die übertragung erfolgt als tröpfcheninfektion
common_voice_de_22119590.wav,146732,sein nachfolger wurde heinrich martius
common_voice_de_22119477.wav,198956,nach der griechischen mythologie hatte aphrodite eine liebesbeziehung mit dionysos
common_voice_de_22119718.wav,176684,diese schiffe werden von ihren eignern liebevoll erhalten und gepflegt
common_voice_de_22119715.wav,132140,sein nachfolger wurde heinrich martius
common_voice_de_22119938.wav,174380,diese schiffe werden von ihren eignern liebevoll erhalten und gepflegt
common_voice_de_22121355.wav,161324,das motiv des rings zieht sich noch durch mehrere deutsche sagen
common_voice_de_22121313.wav,265772,das motiv des rings zieht sich noch durch mehrere deutsche sagen
common_voice_de_22121433.wav,208940,jordan entwickelte sich zu einem prominenten aktivisten für behinderte nicht nur hörgeschädigte
common_voice_de_22121439.wav,218156,nach seiner rückkehr übernahm er kurz darauf das kommando der niederländisch ostindischen armee auf java
common_voice_de_22121501.wav,284972,besondere forschungsschwerpunkte der universität liegen auf informatik geschichte ingenieurwissenschaft und philosophie
common_voice_de_22121441.wav,265004,nach seiner rückkehr übernahm er kurz darauf das kommando der niederländisch ostindischen armee auf java
common_voice_de_22121513.wav,170540,bekanntlich gehört dazu auch ein dialog mit den sozialpartnern
common_voice_de_22121606.wav,293420,besondere forschungsschwerpunkte der universität liegen auf informatik geschichte ingenieurwissenschaft und philosophie
common_voice_de_22121619.wav,276524,jordan entwickelte sich zu einem prominenten aktivisten für behinderte nicht nur hörgeschädigte
